-3	8.64153
-2.94	7.95077
-2.88	7.18553
-2.82	6.36411
-2.76	5.5048
-2.7	4.6259
-2.64	3.74568
-2.58	2.88238
-2.52	2.05067
-2.46	1.25963
-2.4	0.517917
-2.34	-0.165854
-2.28	-0.783048
-2.22	-1.32503
-2.16	-1.7838
-2.1	-2.1585
-2.04	-2.45295
-1.98	-2.671
-1.92	-2.81652
-1.86	-2.8934
-1.8	-2.9055
-1.74	-2.85746
-1.68	-2.75705
-1.62	-2.61281
-1.56	-2.43325
-1.5	-2.22693
-1.44	-2.00238
-1.38	-1.7681
-1.32	-1.53115
-1.26	-1.29635
-1.2	-1.0683
-1.14	-0.851615
-1.08	-0.650915
-1.02	-0.470808
-0.96	-0.315605
-0.9	-0.186071
-0.84	-0.0806882
-0.78	0.00209889
-0.72	0.0638467
-0.66	0.106111
-0.6	0.130449
-0.54	0.13871
-0.48	0.133927
-0.42	0.119424
-0.36	0.0985282
-0.3	0.0745648
-0.24	0.0508598
-0.18	0.0307186
-0.12	0.0162146
-0.06	0.00751225
0	0.00461144
0.06	0.00751221
0.12	0.0162146
0.18	0.0307185
0.24	0.0508599
0.3	0.074565
0.36	0.0985286
0.42	0.119425
0.48	0.133927
0.54	0.138711
0.6	0.130449
0.66	0.106111
0.72	0.0638456
0.78	0.00209728
0.84	-0.08069
0.9	-0.186072
0.96	-0.315606
1.02	-0.470808
1.08	-0.650912
1.14	-0.851611
1.2	-1.06829
1.26	-1.29634
1.32	-1.53114
1.38	-1.76809
1.44	-2.00238
1.5	-2.22694
1.56	-2.43327
1.62	-2.61283
1.68	-2.75708
1.74	-2.85748
1.8	-2.9055
1.86	-2.89337
1.92	-2.81647
1.98	-2.67091
2.04	-2.45285
2.1	-2.15842
2.16	-1.78375
2.22	-1.32506
2.28	-0.783189
2.34	-0.166108
2.4	0.51758
2.46	1.25927
2.52	2.05038
2.58	2.88229
2.64	3.74592
2.7	4.62657
2.76	5.50587
2.82	6.36543
2.88	7.18683
2.94	7.95167
3	8.64153
