0.0139227
-3	1.77636e-15
-2.94	0.000248196
-2.88	0.000657076
-2.82	0.000687254
-2.76	3.79479e-05
-2.7	0.0010154
-2.64	0.00131254
-2.58	0.00140688
-2.52	0.00722231
-2.46	0.0122614
-2.4	0.0139227
-2.34	0.011464
-2.28	0.00606847
-2.22	0.000868974
-2.16	0.000312867
-2.1	0.00354551
-2.04	0.00686402
-1.98	0.00814512
-1.92	0.00676882
-1.86	0.00344142
-1.8	8.88178e-16
-1.74	0.00157383
-1.68	0.00170286
-1.62	0.00110229
-1.56	0.000220195
-1.5	0.000551834
-1.44	0.000679438
-1.38	0.000673855
-1.32	0.00338278
-1.26	0.00570373
-1.2	0.0064501
-1.14	0.00527742
-1.08	0.00274741
-1.02	0.000364402
-0.96	0.000279667
-0.9	0.00203701
-0.84	0.00378713
-0.78	0.00446946
-0.72	0.00376499
-0.66	0.00199397
-0.6	8.32667e-17
-0.54	0.00127101
-0.48	0.00178787
-0.42	0.00168377
-0.36	0.00109421
-0.3	0.000284598
-0.24	0.000231107
-0.18	0.000395505
-0.12	0.00222736
-0.06	0.00393814
0	0.00461144
0.06	0.0039381
0.12	0.00222731
0.18	0.000395481
0.24	0.000231034
0.3	0.000284814
0.36	0.00109457
0.42	0.00168423
0.48	0.00178833
0.54	0.00127133
0.6	2.77556e-17
0.66	0.00199449
0.72	0.0037661
0.78	0.00447108
0.84	0.00378899
0.9	0.00203868
0.96	0.00028058
1.02	0.000363811
1.08	0.0027447
1.14	0.00527254
1.2	0.00644362
1.26	0.0056968
1.32	0.00337719
1.38	0.000671981
1.44	0.000674746
1.5	0.000538913
1.56	0.000240761
1.62	0.00112766
1.68	0.0017279
1.74	0.00159117
1.8	1.77636e-15
1.86	0.00346889
1.92	0.00682722
1.98	0.00822944
2.04	0.00696082
2.1	0.00363287
2.16	0.000360439
2.22	0.000838183
2.28	0.00592736
2.34	0.0112102
2.4	0.0135854
2.46	0.0119012
2.52	0.00693161
2.58	0.00130947
2.64	0.00106864
2.7	0.000343728
2.76	0.00110704
2.82	0.00200564
2.88	0.00195888
2.94	0.00114979
3	1.06581e-14
