-3	0.0187649
-2.94	0.0195919
-2.88	0.0259481
-2.82	0.0251006
-2.76	0.0223783
-2.7	0.0261482
-2.64	0.0309205
-2.58	0.0312268
-2.52	0.028826
-2.46	0.028417
-2.4	0.0318637
-2.34	0.0370808
-2.28	0.0407681
-2.22	0.0414182
-2.16	0.0402027
-2.1	0.039703
-2.04	0.0419132
-1.98	0.0469919
-1.92	0.0533772
-1.86	0.0589288
-1.8	0.0622579
-1.74	0.0634796
-1.68	0.0640723
-1.62	0.0660364
-1.56	0.0708635
-1.5	0.0788372
-1.44	0.0889695
-1.38	0.0995471
-1.32	0.108995
-1.26	0.116652
-1.2	0.123138
-1.14	0.130155
-1.08	0.139856
-1.02	0.154034
-0.96	0.173486
-0.9	0.1978
-0.84	0.225667
-0.78	0.255601
-0.72	0.286799
-0.66	0.319805
-0.6	0.356694
-0.54	0.400653
-0.48	0.455003
-0.42	0.521938
-0.36	0.601322
-0.3	0.689938
-0.24	0.78145
-0.18	0.867175
-0.12	0.937521
-0.06	0.983797
2.16493e-15	0.999945
0.06	0.983797
0.12	0.937521
0.18	0.867175
0.24	0.78145
0.3	0.689938
0.36	0.601322
0.42	0.521938
0.48	0.455003
0.54	0.400653
0.6	0.356694
0.66	0.319805
0.72	0.286799
0.78	0.255601
0.84	0.225667
0.9	0.1978
0.96	0.173486
1.02	0.154034
1.08	0.139856
1.14	0.130155
1.2	0.123138
1.26	0.116652
1.32	0.108995
1.38	0.0995471
1.44	0.0889695
1.5	0.0788372
1.56	0.0708635
1.62	0.0660364
1.68	0.0640723
1.74	0.0634796
1.8	0.0622579
1.86	0.0589288
1.92	0.0533772
1.98	0.0469919
2.04	0.0419132
2.1	0.039703
2.16	0.0402027
2.22	0.0414182
2.28	0.0407681
2.34	0.0370808
2.4	0.0318637
2.46	0.028417
2.52	0.028826
2.58	0.0312268
2.64	0.0309205
2.7	0.0261482
2.76	0.0223783
2.82	0.0251006
2.88	0.0259481
2.94	0.0195919
3	0.0187649
